CaseID,weight,tm_start,tm_finish,duration,DOV_MANCHECK,XTESS171,XPARTY3,XPARTY7,xideo,XREL1,XREL2,XPCM0160,XPP10035,XPH1ANXI,Q1_Sentence1,Q1_Sentence2,Q1_Sentence3,Q1_Sentence4,Q1_Sentence5,Q1_Sentence6,Q1_Sentence1_Refused,Q1_Sentence2_Refused,Q1_Sentence3_Refused,Q1_Sentence4_Refused,Q1_Sentence5_Refused,Q1_Sentence6_Refused,Q2_Sentence1,Q2_Sentence2,Q2_Sentence3,Q2_Sentence4,Q2_Sentence5,Q2_Sentence6,Q2_Sentence1_Refused,Q2_Sentence2_Refused,Q2_Sentence3_Refused,Q2_Sentence4_Refused,Q2_Sentence5_Refused,Q2_Sentence6_Refused,Q3,Q4,Q5A_OptA_Genre,Q5A_OptB_Genre,Q5B_OptA_Genre,Q5B_OptB_Genre,Q5C_OptA_Genre,Q5C_OptB_Genre,Q5A_OptA_Topic,Q5A_OptB_Topic,Q5B_OptA_Topic,Q5B_OptB_Topic,Q5C_OptA_Topic,Q5C_OptB_Topic,Q5A_OptA_Style,Q5A_OptB_Style,Q5B_OptA_Style,Q5B_OptB_Style,Q5C_OptA_Style,Q5C_OptB_Style,Q5A_OptA_Medium,Q5A_OptB_Medium,Q5B_OptA_Medium,Q5B_OptB_Medium,Q5C_OptA_Medium,Q5C_OptB_Medium,Q5A_OptA_Length,Q5A_OptB_Length,Q5B_OptA_Length,Q5B_OptB_Length,Q5C_OptA_Length,Q5C_OptB_Length,Q5A,Q5B,Q5C,Q6A,Q6B,Q6C,Q6D,Q6E,Q6F,DOV_Q7Q8Q9_Order,Q7,Q8,Q9,ppage,ppeduc,ppeducat,ppethm,ppgender,pphhhead,pphhsize,pphouse,ppincimp,ppmarit,ppmsacat,PPREG4,pprent,ppstaten,PPT01,PPT25,PPT612,PPT1317,PPT18OV,ppwork,ppnet
1439,1.212,18dec2014 02:52:02,18dec2014 02:56:08,4,2,3,1,1,6,2,4,29,1,2,I like watching rhinos.,The bird house is cool.,The reptile collection was nice.,The hippos were huge.,The giraffes are tall.,Lions looked ferocious.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,25,12,4,1,1,0,2,1,17,5,0,2,2,35,0,0,0,0,2,2,1
1440,1.3932,18dec2014 02:52:58,18dec2014 03:00:50,7,2,2,2,5,4,2,6,20,2,2,I love the monkeys.,Turtles make me smile.,The tigers were hidden from view.,Feeding the animals was not permitted.,We didn't see any bears.,The puma was really beautiful.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,59,9,2,1,1,0,2,1,13,1,1,3,1,56,0,0,0,0,2,1,1
1441,.7048,18dec2014 02:53:54,18dec2014 03:02:23,8,2,14,2,7,2,13,5,12,3,2,,,,,,,,,,,,,I observed tree frogs.,We viewed otters while they frolicked.,Horses shifted weight.,Turtles slept.,The kids giggled whilst lemurs lurked.,My spouse likes wolves the most.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,40,14,4,1,2,1,4,1,14,1,1,2,1,41,0,2,0,0,2,1,1
1442,1.2533,18dec2014 02:54:39,22dec2014 16:29:00,6574,2,14,2,7,4,3,3,32,2,1,,,,,,,,,,,,,My lucky self got too see horses chew lettuce.,Wild pigs squiled loudy for food,Puppies were the highlight of the zoo,The ox got close to their food for joy,Cows get excited to see such hills of weeds,I got to see the tortoise move slowly to the river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,29,10,3,4,2,0,4,1,10,5,1,4,1,93,0,1,0,0,3,6,1
1443,.5686,18dec2014 02:54:55,02jan2015 18:34:01,22539,2,14,2,5,5,11,5,32,3,2,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,70,9,2,1,2,1,2,1,13,1,1,4,1,91,0,0,0,0,2,5,1
1444,.5123,18dec2014 02:57:12,18dec2014 03:10:57,13,2,1,1,3,7,1,1,32,2,2,I spotted a spotted leopard.,I tickled a tiger with a feather.,The lion lay on his back.,The otter swam in the pool.,The giraffe stretched her neck over the fence.,The ape peeled bananas.,,,,,,,,,,,,,,,,,,,,,2,3,3,3,3,2,8,13,14,12,14,9,3,2,2,2,3,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1,1,,,,,,,"Q8,Q9,Q7",3,5,3,75,9,2,1,1,0,2,1,5,2,0,3,1,58,0,0,0,0,2,5,0
1445,1.1621,18dec2014 02:57:36,18dec2014 03:04:50,7,2,14,2,6,4,3,2,8,4,2,,,,,,,,,,,,,Beetles lick themselves to keep tidy.,Sheep smell every toy.,Tigers could jump up high.,Bees live hives.,Bowerbirds fly up high.,Desert Tortoise slide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,36,14,4,1,2,1,3,2,16,1,1,1,1,23,1,0,0,0,2,2,0
1446,2.3007,18dec2014 02:58:01,18dec2014 03:02:15,4,2,14,2,6,2,1,2,1,2,2,,,,,,,,,,,,,i viewed bugs,i viewed dogs,i viewed lios,i viewed isects,i viewed,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,37,11,3,3,1,1,2,2,15,5,1,4,1,95,0,0,0,0,2,1,0
1447,1.3934,18dec2014 02:58:19,18dec2014 03:06:46,8,2,14,2,5,7,4,5,32,3,1,,,,,,,,,,,,,The ostrich jumped.,The stork flew.,The owl hooted.,The fish blew bubbles.,The dog slobbered.,The horse trotted.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,46,9,2,1,2,1,4,1,2,1,1,4,2,87,0,0,0,0,4,6,0
1449,1.0125,18dec2014 03:04:41,18dec2014 03:26:06,21,1,8,1,3,4,3,5,32,4,2,,,,,,,,,,,,,I could see the otters flip over while they swim.,The lemurs jumped tree to tree.,I like to see the sheep.,The hippos were submerged while I skipped by.,I like to see the ocelots.,We looked to see the tiger slept by himself.,,,,,,,5,5,1,2,1,3,3,3,2,8,1,13,11,12,1,2,2,3,1,1,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,,,,,,,"Q7,Q8,Q9",4,4,4,35,12,4,1,2,0,2,2,14,1,1,2,1,33,0,0,0,0,2,4,1
1450,.9472,18dec2014 03:07:54,18dec2014 03:14:54,7,1,6,2,6,2,3,6,32,2,2,The lions were the first animals we visited.,We like the giraffes with their long necks.,The chimps flung their poo at us.,The snake was long and slender.,I watched the bears play.,The sounds the toucans made were annoying.,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,42,10,3,4,1,1,2,3,16,6,1,4,2,93,0,0,0,0,2,4,1
1452,.5679,18dec2014 03:09:31,18dec2014 03:17:58,8,1,1,2,7,3,13,6,1,2,2,I fed peanuts to elephants,I made a wallet and shoes out of an alligator,I bought a painting from a talented chimp,I asked the lion to mimic Leo from MGM Films,after eating lunch we visited the rookery,"on the way out, the hyena laughed at us",,,,,,,,,,,,,,,,,,,3,3,3,2,1,2,3,1,11,10,2,9,13,6,1,2,3,2,2,2,2,1,2,2,1,2,1,2,2,2,1,1,1,2,2,,,,,,,"Q9,Q8,Q7",1,1,3,39,12,4,1,1,1,1,2,16,6,1,4,1,93,0,0,0,0,1,1,1
1453,1.8779,18dec2014 03:09:50,18dec2014 03:15:35,5,2,6,2,6,5,3,6,29,4,2,"After eating the hot dog, i saw the elephants",The big fat hippo sat down in the sun.,My cousin saw the tigers when he passed by the lions,I sat down to see the sea lion show that started at 2 o' clock,My favorite animal to go see is the snakes,I saw many different fishes in the aquarium that they have!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,18,7,1,4,2,0,4,1,17,5,1,2,1,47,0,0,0,0,4,1,1
1454,1.1346,18dec2014 03:11:57,19dec2014 07:06:29,1674,2,8,1,3,5,2,4,32,4,2,,,,,,,,,,,,,the tigers were mostly white,the wolves howled loudly,the hippos were hugh,the ostrich streched it's legs,the owl hooted lowly,the tortoise moved slowly,,,,,,,,,1,3,2,1,2,2,3,11,9,6,7,10,2,3,3,3,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,,,,,,,"Q9,Q7,Q8",4,5,3,49,9,2,1,2,0,2,3,13,1,0,1,1,23,0,0,0,0,2,7,0
1455,.8172,18dec2014 03:11:59,18dec2014 03:22:11,10,2,8,1,2,5,2,5,8,3,2,,,,,,,,,,,,,I viewed birds with red eyes.,Owls showed their colorful spots.,The tigers slept the whole time.,Grizzlies growled loudly.,We viewed the big grey hippos .,The porpoises did three cool shows.,,,,,,,,,3,3,3,1,1,3,14,13,13,2,5,11,2,1,3,3,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,1,2,,,,,,,"Q9,Q7,Q8",2,3,4,52,12,4,1,2,1,4,1,15,1,1,2,1,33,0,0,0,0,4,1,1
1457,.6681,18dec2014 03:12:40,18dec2014 16:08:17,775,1,8,1,3,4,3,5,32,1,2,,,,,,,,,,,,,The tiger hid by the keeper's house.,The deer is over there by the elk.,The crocodile swims quickly by us.,The tortoise is so huge.,The sloth moves slowly.,The colorful frogs jump everywhere.,,,,,,,3,4,3,1,1,1,3,1,11,5,6,6,11,2,1,2,2,3,1,1,2,2,2,1,1,2,2,1,1,2,2,1,2,1,2,,,,,,,"Q8,Q7,Q9",2,2,3,62,12,4,1,2,1,3,1,16,1,0,1,1,23,0,0,0,0,3,5,1
1458,.3962,18dec2014 03:13:54,18dec2014 03:21:34,7,1,7,2,7,4,3,4,32,3,2,first animal I saw was a monkey,we got popcorn and a drink and watched the sea lion show,after we saw the whale do some tricks,had lunch and i saw a snake in the grass,the turtles were eating they live a long time,i saw so many pretty birds today,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,63,10,3,1,2,1,2,1,15,1,1,1,1,11,0,0,0,0,2,5,0
1459,1.0125,18dec2014 03:19:01,23dec2014 01:01:19,7062,2,8,1,1,6,3,2,22,2,2,,,,,,,,,,,,,horses were big.,the cows mooed,Fish were ugly,Birds chirped,Moose were quiet,this is dumb,,,,,,,,,1,1,3,3,1,3,4,6,14,14,3,12,3,1,2,3,2,3,2,2,1,2,1,1,1,2,2,1,2,2,1,2,2,,,,,,,"Q8,Q9,Q7",2,5,3,41,12,4,1,2,1,5,1,15,1,1,2,1,35,0,0,2,1,2,1,1
1460,1.1422,18dec2014 03:19:08,18dec2014 03:20:19,1,2,8,1,1,7,2,3,32,3,2,,,,,,,,,,,,,i,i,i,i,i,i,,,,,,,,,2,2,1,2,1,2,7,9,3,7,1,9,2,2,2,2,1,2,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,,,,,,,"Q8,Q9,Q7",3,5,6,30,12,4,1,1,0,3,1,9,5,1,1,1,23,0,0,0,0,3,6,0
1461,.6008,18dec2014 03:19:32,18dec2014 03:37:33,18,2,7,2,7,3,1,5,18,3,2,The monkeys were hilarous today.,"After seeing the Flamingos,I wandered over to bird sanctuary.","As usual the snakes gave me the willies, didn't stay long.","After eating lunch, went to see the larger animals.Elephants, camels, giraffes ect.",Walked by the llamas and one spit on the guy beside me.,"I love the the animals, but feel sorry for the because they are not free.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,58,9,2,1,2,1,4,1,7,2,1,2,2,34,0,0,0,0,4,1,0
1462,.6052999999999999,18dec2014 03:20:40,18dec2014 04:15:17,54,2,3,1,2,4,3,5,32,1,1,the polar bears were enjoying the cold weather in the swimming area,the monkeys were swinging from branch to branch,li,,,,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,77,10,3,1,2,1,1,2,7,2,1,2,1,34,0,0,0,0,1,5,0
1463,.5457,18dec2014 03:20:59,18dec2014 03:27:34,6,2,2,1,2,5,3,1,12,3,2,The tigers were playing together in their outside cage.,"After we saw the Tigers, we watched the elephants spray themselves with water.","One of my favorite animals to watch Are the otters, especially when they are playing in the water.","The monkeys were grooming each other, by picking bugs from each others fur.",The Bears slept comfortably in their Hammocks.,The baby lions are so cute and look so cuddly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,44,12,4,1,2,1,6,1,16,1,1,2,1,35,0,0,2,2,2,1,1
1464,.7199,18dec2014 03:21:14,18dec2014 03:32:08,10,2,2,1,3,5,5,1,32,1,2,The monkeys were amusing!,The lions were loud,The elephants were quiet.,where did the did the birds go?,The Bears were fighting with each other.,I was glad there were no snakes!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,80,13,4,1,2,1,2,1,12,2,1,3,1,59,0,0,0,0,2,5,1
1465,1.4027,18dec2014 03:21:15,05jan2015 17:27:19,26766,2,1,3,4,6,11,1,32,1,2,I do not go to the oo,I do not go to the oo,I do not go to the oo,I do not go to the oo,I do not go to the oo,I do not go to the oo,,,,,,,,,,,,,,,,,,,,,3,3,1,3,1,1,12,11,5,13,3,6,2,2,3,3,1,3,2,1,2,1,1,2,2,2,1,2,1,2,2,2,2,,,,,,,"Q9,Q7,Q8",3,2,3,60,9,2,1,1,1,2,1,11,1,1,3,1,74,0,0,0,0,2,5,1
1466,.7055,18dec2014 03:24:24,18dec2014 03:30:27,6,2,3,1,1,6,11,5,32,2,2,My first stop is to see the monkeys.,Second stop on the agenda is a look at the giraffes.,The camels are also very interesting.,Of course it is fun to watch the seal show.,After the seals a look at the polar bears is interesting.,My final stop will be the lions and tigers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,76,9,2,1,2,1,1,2,8,2,1,2,1,41,0,0,0,0,1,5,1
1467,.8716,18dec2014 03:26:59,18dec2014 03:31:43,4,2,2,1,1,6,3,5,4,4,2,I went straight for the giraffes upon entering.,Elephants were also in that same section.,The monkeys were swinging in the trees.,I didn't like the reptile house or the snakes.,The bats were surprisingly cute.,The manatees were eating lettuce.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,26,12,4,1,2,1,2,3,13,1,1,2,2,31,0,0,0,0,2,1,1
1468,.8187,18dec2014 03:27:52,20dec2014 21:49:40,3981,2,11,2,5,4,13,6,32,2,2,,,,,,,,,,,,,The coyote did his duty.,The elk is huge.,The tiger kept busy.,The deer's fur is rough.,The fox jumped over the log.,The woodchuck dug his hole.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,82,14,4,1,1,0,2,1,16,1,1,1,1,14,0,0,0,0,2,5,1
1469,.9442,18dec2014 03:34:00,18dec2014 14:59:26,685,2,4,1,1,4,2,1,6,4,1,I walked past the cages with two large lions.,I ate popcorn and watched the monkeys play.,The seal bounced the ball on his nose.,The wolves paced in their pens.,The giraffe had a new baby named Spot.,The tiger looked fierce and beautiful.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,33,13,4,1,2,1,1,3,10,3,1,2,2,41,0,0,0,0,1,1,1
1470,.8913,18dec2014 03:34:40,18dec2014 03:43:34,8,1,3,2,5,6,1,3,32,4,2,i think animals are beautiful.,im scard of animals.,i like to feed birds.,im not fond of cats at all.,im scared when i see animals.,animals are very pretty creatures.,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,22,9,2,1,2,0,2,1,4,5,1,3,2,58,0,0,0,0,2,7,0
1471,1.4756,18dec2014 03:36:49,18dec2014 03:51:50,15,2,3,2,5,6,11,6,32,4,2,The flamingos were as beautiful as they look on television.,My mother and I enjoyed the elephant ride around the elephant house.,"I wish the alligators were active, but they were sitting still.",The monkeys were swinging wildly and bouncing off the protective glass encasement.,The bears were swimming and playing together after being fed.,I never imagined giraffes to be so tranquil and majestic creatures.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,36,9,2,4,1,0,2,3,10,5,1,1,2,22,0,0,0,0,2,6,1
1472,1.1628,18dec2014 03:40:40,18dec2014 03:50:14,9,2,3,2,5,4,3,4,1,1,2,The lions were roaring loudly,"There were five snakes with beautiful, intense skin colors",A parrot was balancing back and forth on a thin branch of a gorgeous tree,I badly wanted to see some penguins but they never came out to be seen,It was surprising to notice how soft the hair of the bears can be,It was really sad to see some monkeys in a cage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,54,14,4,4,1,1,2,3,15,6,1,2,2,41,0,0,0,0,2,1,1
1474,.6455,18dec2014 03:44:21,18dec2014 04:00:01,15,2,4,1,3,7,11,3,32,1,2,It was humid in the reptile house where snakes lounged under the heat lamp.,Tall giraffes roamed the grassy knoll in the wild animal preserve.,I threw peanuts to the monkeys in the primate enclosure.,We saw elephants from the Jeep as we drove down the dusty road of the safari park.,Cockatoos squawked loudly wanting attention at the wildlife park.,The ostrich did not have his head in the ground at the game park.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,68,14,4,1,1,1,3,1,14,1,1,4,1,93,0,0,0,0,3,5,1
1476,1.3683,18dec2014 03:46:36,18dec2014 03:50:25,3,2,4,1,1,7,2,6,22,1,2,That gorrila is huge!,The elephant nearly knocked me over.,The peacock's feathers are beautiful.,The giraffe is very tall.,The lion is sleeping.,The seals bark like dogs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,35,9,2,1,1,0,2,1,17,6,1,2,1,43,0,0,0,0,2,1,1
1477,.6502,18dec2014 03:48:27,18dec2014 03:54:05,5,2,11,2,7,2,3,3,9,2,2,,,,,,,,,,,,,The sloth sits up.,Pigs rip holes.,Doves fly.,Fish flop over eels.,Dogs go where kids wish them.,Birds' colors shimmer with lights.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,53,14,4,1,1,1,1,3,9,5,1,1,2,14,0,0,0,0,1,1,0
1479,.5959,18dec2014 03:50:25,18dec2014 03:55:46,5,2,6,1,3,6,5,6,10,4,2,The polar bears looked very playful,The flamingos were very colorful,"Leopards move very quickly in the wild,  but not in a confined space",Seeing so many monkeys in one place made me laugh,I have no idea how penguins walk the way they do,"If I never see a skunk again, that's OK with me",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,58,12,4,1,1,1,2,1,16,1,1,3,1,56,0,0,0,0,2,1,1
1480,.6569,18dec2014 03:53:03,18dec2014 04:03:37,10,2,6,1,3,5,3,3,10,1,2,The tiger was sleeping in his cage.,There where no gorillas in the enclosure.,The lions were feeding on a deer.,We fed peanuts to the giraffe.,The penguins were swimming.,The elephants were playing with a tire.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,38,13,4,1,1,1,3,1,16,1,1,1,1,22,0,0,1,0,2,1,1
1481,.7917999999999999,18dec2014 03:54:01,18dec2014 03:59:48,5,2,11,2,5,1,2,1,24,2,2,,,,,,,,,,,,,Look a tiger!,Creepy eels!,I like birds,We left too,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,38,13,4,1,2,1,2,1,9,6,0,3,1,73,0,0,0,0,2,1,1
1484,1.6996,18dec2014 04:06:05,18dec2014 04:23:37,17,2,11,1,2,6,3,5,5,3,2,,,,,,,,,,,,,The turtle teetered slowly by the group of kids.,The two tigers looked sleepy.,The deer chewed food provided by the zookeeper.,The fish swim quickly by us.,The spiders spooked me.,"Some of the lemurs scurry by, while others slept.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,27,13,4,1,2,1,2,1,16,1,1,3,1,54,0,0,0,0,2,1,1
1485,.8284,18dec2014 04:07:15,18dec2014 04:17:23,10,1,11,1,3,6,3,5,32,1,2,,,,,,,,,,,,,I observed tigers.,The horses were pretty.,Cows were loud.,The crocodiles were loud.,The mice smelled.,Possums were odd looking.,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,50,12,4,1,1,1,3,1,19,1,1,3,1,59,0,0,0,1,2,5,1
1486,1.0977,18dec2014 04:08:36,18dec2014 05:26:54,78,1,13,2,6,4,2,6,32,3,2,,,,,,,,,,,,,my shirt looks like tiger stripes,treking along left my feet feelig dog tired,The food i put in my tummy left me feelig close to pig,riding the ride left me feelig like weightless butterflys,im so stuck  this survery,sugar plese help me,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,29,11,3,1,1,0,4,3,3,5,1,4,2,93,0,0,0,0,4,7,1
1487,1.4464,18dec2014 04:08:40,18dec2014 04:22:20,13,2,7,1,2,5,2,5,17,2,2,There were many lions looking at us as we stood at the fenced area.,We laughed at the way the monkeys played with each other.,"The many birds, both large and small, were beautiful.",Watching the polar bears enjoying their swim was very amusing.,"Although the snakes seemed very calm, we felt a little nervous.",It was a beautiful day for everyone to enjoy seeing the tigers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,57,11,3,1,2,1,1,3,8,4,0,2,2,31,0,0,0,0,1,1,0
1488,.7196,18dec2014 04:08:49,18dec2014 04:21:18,12,2,10,2,6,4,2,2,5,1,2,,,,,,,,,,,,,The turtles like to swim.,Ducks flock to the food left by guests.,The tigers sleep most of the time.,Little foxes hide from the crowds of people.,Owls seem impervious to the crowds.,The crocodiles seem completely still.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,53,14,4,1,1,1,3,1,17,1,1,3,1,63,0,0,0,0,3,2,1
1489,1.1385,18dec2014 04:12:43,18dec2014 04:30:21,17,2,10,2,5,4,13,6,32,4,2,,,,,,,,,,,,,Owl hooted while I tiptoed,Spotted tiger's exposed teeth,Hippo hopped merrily,Viper viciously hissed,Sloth slumbered up high,Ocelot occupied his home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,29,12,4,2,2,1,1,1,8,5,1,3,2,63,0,0,0,0,1,4,1
1490,1.1494,18dec2014 04:13:56,18dec2014 04:25:03,11,2,13,2,7,2,13,6,32,3,3,,,,,,,,,,,,,i like the opossums,there were fish,we did like the hippos,people like the mouse,the turtles might be good,the birds look old,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,35,9,2,1,1,0,1,2,1,5,1,3,1,59,0,0,0,0,1,4,0
1491,1.2927,18dec2014 04:13:57,18dec2014 04:22:43,8,2,10,2,5,7,3,2,6,4,2,,,,,,,,,,,,,I touched spiders,I touched wolfs,I touched crocodiles,I touched slugs,I touched fishes,I touched fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,32,3,1,4,2,0,2,1,14,5,0,3,3,51,0,0,0,0,2,1,1
1492,.8276,18dec2014 04:14:05,18dec2014 04:23:36,9,2,4,2,5,4,2,5,2,3,2,"While riding the train, we say the rhinoceroses playing in the pond.",The giraffes were eating out of our hands.,The penguins looked very distinguished in their black and white suits.,We walked through the reptile habitat and saw several different kinds of snakes.,The monkeys made lots of noise when we took their pictures.,The lions and tigers were enjoying some afternoon sun.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,37,12,4,1,2,1,2,1,18,1,1,3,1,54,0,0,0,0,2,1,1
1493,1.5538,18dec2014 04:14:44,18dec2014 04:20:56,6,2,13,2,7,3,1,1,32,1,2,,,,,,,,,,,,,cool,fly,fox,bird,wildlife,little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,60,9,2,2,1,1,2,3,10,6,1,4,2,93,0,0,0,0,2,6,1
1495,1.1987,18dec2014 04:22:25,18dec2014 04:32:05,9,2,4,2,7,2,13,5,29,2,2,While in the living coast area a bird pooped on my shoulder.,A peacock chased my girlfriend around the pond.,"She fell into the dolphin pool, and the dolphin pushed her to the wall.",The gorillas chased each other around their enclosure.,Odors abound in the big cat house.,The otters are so adorable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,38,13,4,1,2,1,4,1,12,1,1,2,1,33,0,2,0,0,2,1,1
1499,1.1693,18dec2014 04:27:32,18dec2014 21:32:58,1025,2,1,2,5,3,13,6,1,2,2,I walked by the rabbit.,The panther paced to right in his enclosure.,I stared at the monkey.,The donkey rode kids on his back.,A rhino played with a stump.,The mink slept near the tree.,,,,,,,,,,,,,,,,,,,,,2,1,3,2,2,1,10,3,14,7,10,3,3,2,1,3,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,2,,,,,,,"Q8,Q9,Q7",2,3,3,29,13,4,1,1,1,1,1,15,1,1,1,2,23,0,0,0,0,1,1,0
1500,.6448,18dec2014 04:28:26,18dec2014 05:10:27,42,2,14,1,1,6,2,3,12,2,2,,,,,,,,,,,,,Most of the birds were colorful.,The turtles moved slowly.,The otters were to cute.,Two sheep jumped the creek.,Four horses pulled some boxes over the street.,Five deer jumped the logs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,50,12,4,1,2,1,4,1,18,1,1,2,1,43,0,0,2,0,2,1,1
1501,1.4669,18dec2014 04:31:30,18dec2014 04:41:23,9,2,14,1,1,4,11,2,32,3,2,,,,,,,,,,,,,yumm grow o trees d move with the bees.,mod tod rod o the shower d boo with kees,lir  tired whether I live or die,smooth d whisper to the wise lio,die with coster d roster,bloom with the shie of loom i fumes with cter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,20,9,2,4,2,1,9,1,10,5,1,4,1,92,1,1,1,1,5,4,1
1502,2.0052,18dec2014 04:32:17,18dec2014 04:55:38,23,2,14,1,1,6,11,4,22,2,2,,,,,,,,,,,,,I viewed the tigers.,The emu pooped.,The Ostrich stood still.,I shot the bird.,The turtle is slow.,The deer dozed off.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,18,8,1,1,1,0,5,1,19,5,1,4,1,93,0,0,0,1,4,1,1
1504,1.6317,18dec2014 04:36:32,06jan2015 06:36:23,27479,2,14,1,2,5,9,2,4,1,2,,,,,,,,,,,,,i,O,T,H,X,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,53,11,3,1,1,1,1,3,19,1,0,4,2,94,0,0,0,0,1,1,0
